timestamp,cpu_usage,memory_usage,process_name,pid,process_cpu,process_memory,status
1751954004,21.7,82.6,Code.exe,27800,10.5,1.7877535976364505,Normal
1751954004,21.7,82.6,msedgewebview2.exe,28996,19.6,0.9703255152972406,Normal
1751954004,21.7,82.6,msedgewebview2.exe,29216,4.0,2.582568725243652,Normal
1751954011,28.3,81.7,System Idle Process,0,623.1,4.836995664600786e-05,High Process Usage
1751954011,28.3,81.7,System,4,30.1,0.0491438759523439,Normal
1751954011,28.3,81.7,svchost.exe,1536,1.1,0.1096788766948228,Normal
1751954011,28.3,81.7,svchost.exe,2256,1.1,0.1350731039339769,Normal
1751954011,28.3,81.7,svchost.exe,4632,2.1,0.0900890442531896,Normal
1751954011,28.3,81.7,MsMpEng.exe,5904,7.9,1.8245147646874165,Normal
1751954011,28.3,81.7,Code.exe,6032,2.1,1.1356540271132955,Normal
1751954011,28.3,81.7,chrome.exe,9440,2.8,1.6242389591946211,Normal
1751954011,28.3,81.7,EXCEL.EXE,15444,1.4,1.465053431872609,Normal
1751954011,28.3,81.7,ChatGPT.exe,15708,2.3,1.010061434681936,Normal
1751954011,28.3,81.7,chrome.exe,16732,10.5,1.5789404947956345,Normal
1751954011,28.3,81.7,explorer.exe,18404,12.8,2.6112037395780883,Normal
1751954011,28.3,81.7,dwm.exe,18536,19.9,1.0990379699322677,Normal
1751954011,28.3,81.7,python.exe,19460,10.3,0.48065225919138,Normal
1751954011,28.3,81.7,csrss.exe,21676,1.2,0.0287075692694056,Normal
1751954011,28.3,81.7,Spotify.exe,25136,2.1,1.643514386918055,Normal
1751954011,28.3,81.7,audiodg.exe,27064,5.2,0.1249395980166382,Normal
1751954011,28.3,81.7,Code.exe,27800,4.0,1.7539188129625678,Normal
1751954011,28.3,81.7,msedgewebview2.exe,28996,16.4,0.9591520553120128,Normal
1751954011,28.3,81.7,msedgewebview2.exe,29216,5.9,2.583318459571665,Normal
1751954104,12.0,79.8,System Idle Process,0,693.4,4.836995664600786e-05,High Process Usage
1751954104,12.0,79.8,System,4,4.0,0.0491680609306669,Normal
1751954104,12.0,79.8,MsMpEng.exe,5904,1.2,1.773145870729356,Normal
1751954104,12.0,79.8,Code.exe,6032,1.6,1.015793274544488,Normal
1751954104,12.0,79.8,EXCEL.EXE,15444,1.2,1.5533286027515734,Normal
1751954104,12.0,79.8,ChatGPT.exe,15708,1.4,1.0080298965028038,Normal
1751954104,12.0,79.8,python.exe,16452,8.6,0.4788142008388318,Normal
1751954104,12.0,79.8,dwm.exe,18536,16.0,1.175172281693084,Normal
1751954104,12.0,79.8,chrome.exe,19528,1.0,0.4057271963467139,Normal
1751954104,12.0,79.8,Spotify.exe,25136,2.2,1.6500201460869433,Normal
1751954104,12.0,79.8,audiodg.exe,27064,4.8,0.1244075284935322,Normal
1751954104,12.0,79.8,Code.exe,27800,3.1,1.7521049395883428,Normal
1751954104,12.0,79.8,msedgewebview2.exe,28996,22.6,0.2873175424772866,Normal
1751954104,12.0,79.8,msedgewebview2.exe,29216,5.0,0.4660203473059627,Normal
1751954111,11.8,79.8,System Idle Process,0,687.3,4.836995664600786e-05,High Process Usage
1751954111,11.8,79.8,System,4,6.5,0.0491680609306669,Normal
1751954111,11.8,79.8,MsMpEng.exe,5904,3.8,1.7830133418851415,Normal
1751954111,11.8,79.8,Code.exe,6032,2.9,1.1285436434863323,Normal
1751954111,11.8,79.8,svchost.exe,7764,1.0,0.1079133732772435,Normal
1751954111,11.8,79.8,ChatGPT.exe,15708,1.2,1.00880381580914,Normal
1751954111,11.8,79.8,python.exe,16452,7.7,0.4799025248633669,Normal
1751954111,11.8,79.8,chrome.exe,16732,5.8,1.4363458626032035,Normal
1751954111,11.8,79.8,explorer.exe,18404,1.7,2.407009967596966,Normal
1751954111,11.8,79.8,dwm.exe,18536,15.6,1.1720524194894164,Normal
1751954111,11.8,79.8,Spotify.exe,25136,5.0,1.6498750362170052,Normal
1751954111,11.8,79.8,Spotify.exe,25920,1.0,2.4881263848923214,Normal
1751954111,11.8,79.8,audiodg.exe,27064,5.5,0.1244075284935322,Normal
1751954111,11.8,79.8,Code.exe,27800,2.2,1.7560954610116384,Normal
1751954111,11.8,79.8,msedgewebview2.exe,28996,25.0,0.2882123866752378,Normal
1751954111,11.8,79.8,msedgewebview2.exe,29216,4.6,0.4674714460053429,Normal
1751954117,10.9,79.7,System Idle Process,0,701.9,4.836995664600786e-05,High Process Usage
1751954117,10.9,79.7,System,4,4.3,0.0491680609306669,Normal
1751954117,10.9,79.7,MsMpEng.exe,5904,3.6,1.772758911076188,Normal
1751954117,10.9,79.7,Code.exe,6032,1.9,1.1402975429513122,Normal
1751954117,10.9,79.7,EXCEL.EXE,15444,1.0,1.5215253562568232,Normal
1751954117,10.9,79.7,ChatGPT.exe,15708,2.6,1.008465226112618,Normal
1751954117,10.9,79.7,python.exe,16452,8.1,0.479999264776659,Normal
1751954117,10.9,79.7,explorer.exe,18404,1.2,2.405970013529077,Normal
1751954117,10.9,79.7,dwm.exe,18536,16.5,1.1720766044677395,Normal
1751954117,10.9,79.7,WmiPrvSE.exe,18728,1.0,0.0870901069411371,Normal
1751954117,10.9,79.7,Spotify.exe,25136,3.3,1.6498750362170052,Normal
1751954117,10.9,79.7,audiodg.exe,27064,4.5,0.1244075284935322,Normal
1751954117,10.9,79.7,Code.exe,27800,1.0,1.7571596000578504,Normal
1751954117,10.9,79.7,msedgewebview2.exe,28996,22.6,0.2887202712200209,Normal
1751954117,10.9,79.7,msedgewebview2.exe,29216,4.0,0.4686565099431701,Normal
1751954124,7.2,79.8,System Idle Process,0,703.9,4.836995664600786e-05,High Process Usage
1751954124,7.2,79.8,System,4,4.5,0.0491680609306669,Normal
1751954124,7.2,79.8,MsMpEng.exe,5904,3.1,1.6972292237734468,Normal
1751954124,7.2,79.8,Code.exe,6032,3.1,1.143973659656409,Normal
1751954124,7.2,79.8,ChatGPT.exe,15708,1.4,1.0081024514377728,Normal
1751954124,7.2,79.8,python.exe,16452,7.9,0.4800234497549819,Normal
1751954124,7.2,79.8,explorer.exe,18404,1.2,2.4059216435724307,Normal
1751954124,7.2,79.8,dwm.exe,18536,15.6,1.1721007894460624,Normal
1751954124,7.2,79.8,WmiPrvSE.exe,18728,1.9,0.0869691820495221,Normal
1751954124,7.2,79.8,Spotify.exe,25136,1.4,1.6482062727127176,Normal
1751954124,7.2,79.8,audiodg.exe,27064,4.3,0.1246251932984392,Normal
1751954124,7.2,79.8,Code.exe,27800,2.6,1.760908271697916,Normal
1751954124,7.2,79.8,msedgewebview2.exe,28996,23.1,0.2934121570146836,Normal
1751954124,7.2,79.8,msedgewebview2.exe,29216,4.1,0.4706396781656565,Normal
1751954130,13.7,79.8,System Idle Process,0,672.2,4.836995664600786e-05,High Process Usage
1751954130,13.7,79.8,System,4,5.8,0.0491680609306669,Normal
1751954130,13.7,79.8,mysqld.exe,1044,1.2,0.0232175791900837,Normal
1751954130,13.7,79.8,svchost.exe,1940,2.2,0.0791574340511918,Normal
1751954130,13.7,79.8,svchost.exe,2192,1.0,0.049313170800605,Normal
1751954130,13.7,79.8,MsMpEng.exe,5904,3.8,1.7298789445095022,Normal
1751954130,13.7,79.8,Code.exe,6032,4.6,1.144433174244546,Normal
1751954130,13.7,79.8,ChatGPT.exe,15708,1.7,1.008465226112618,Normal
1751954130,13.7,79.8,python.exe,16452,7.5,0.4809666639095791,Normal
1751954130,13.7,79.8,explorer.exe,18404,8.6,2.408799655992868,Normal
1751954130,13.7,79.8,dwm.exe,18536,26.0,1.175148096714761,Normal
1751954130,13.7,79.8,WmiPrvSE.exe,18728,1.2,0.0835591001059785,Normal
1751954130,13.7,79.8,Code.exe,18856,1.4,0.9750174010919034,Normal
1751954130,13.7,79.8,WUDFHost.exe,20944,2.2,0.0399052142329564,Normal
1751954130,13.7,79.8,Spotify.exe,25136,3.1,1.649633186433775,Normal
1751954130,13.7,79.8,Spotify.exe,25920,2.4,2.4996142495957483,Normal
1751954130,13.7,79.8,audiodg.exe,27064,3.8,0.1246735632550852,Normal
1751954130,13.7,79.8,Code.exe,27800,5.8,1.7882856671595566,Normal
1751954130,13.7,79.8,msedgewebview2.exe,28996,18.8,0.2939684115161127,Normal
1751954130,13.7,79.8,msedgewebview2.exe,29216,3.8,0.4723326266482667,Normal
1751954137,19.6,79.1,System Idle Process,0,698.8,4.836995664600786e-05,High Process Usage
1751954137,19.6,79.1,System,4,4.1,0.0491680609306669,Normal
1751954137,19.6,79.1,WhatsApp.exe,1748,1.2,1.6032463980102534,Normal
1751954137,19.6,79.1,MemCompression,3644,4.3,4.622015392287604,Normal
1751954137,19.6,79.1,MsMpEng.exe,5904,3.8,1.7363847036783902,Normal
1751954137,19.6,79.1,Code.exe,6032,2.6,1.1372986056392598,Normal
1751954137,19.6,79.1,EXCEL.EXE,15444,1.4,1.5217188360834073,Normal
1751954137,19.6,79.1,ChatGPT.exe,15708,1.7,1.008416856155972,Normal
1751954137,19.6,79.1,python.exe,16452,7.7,0.4810634038228711,Normal
1751954137,19.6,79.1,chrome.exe,16732,14.2,1.2258639962581002,Normal
1751954137,19.6,79.1,explorer.exe,18404,1.7,2.4086545461229303,Normal
1751954137,19.6,79.1,dwm.exe,18536,16.3,1.170504580876744,Normal
1751954137,19.6,79.1,Spotify.exe,25136,1.2,1.6366700380526449,Normal
1751954137,19.6,79.1,Code.exe,27800,4.1,1.7306528638158385,Normal
1751954137,19.6,79.1,msedgewebview2.exe,28996,23.3,0.2948632557140639,Normal
1751954137,19.6,79.1,msedgewebview2.exe,29216,2.9,0.4735660605427399,Normal
1751954143,13.1,79.2,System Idle Process,0,689.5,4.836995664600786e-05,High Process Usage
1751954143,13.1,79.2,System,4,6.5,0.0491680609306669,Normal
1751954143,13.1,79.2,MsMpEng.exe,5904,4.6,1.7530723387212628,Normal
1751954143,13.1,79.2,Code.exe,6032,1.4,1.170939910486558,Normal
1751954143,13.1,79.2,EXCEL.EXE,15444,1.9,1.5222509056065134,Normal
1751954143,13.1,79.2,ChatGPT.exe,15708,2.4,1.0084410411342948,Normal
1751954143,13.1,79.2,python.exe,16452,7.5,0.4811117737795171,Normal
1751954143,13.1,79.2,explorer.exe,18404,1.7,2.4086545461229303,Normal
1751954143,13.1,79.2,dwm.exe,18536,15.7,1.169222777025625,Normal
1751954143,13.1,79.2,Spotify.exe,25136,1.7,1.636742592987614,Normal
1751954143,13.1,79.2,Code.exe,27800,1.7,1.7333857663663377,Normal
1751954143,13.1,79.2,msedgewebview2.exe,28996,23.1,0.2949599956273559,Normal
1751954143,13.1,79.2,msedgewebview2.exe,29216,4.8,0.4764440729631774,Normal
1751954150,8.7,79.1,System Idle Process,0,701.7,4.836995664600786e-05,High Process Usage
1751954150,8.7,79.1,System,4,6.3,0.0491680609306669,Normal
1751954150,8.7,79.1,MsMpEng.exe,5904,4.6,1.7252112436931624,Normal
1751954150,8.7,79.1,Code.exe,6032,1.2,1.1543973853136236,Normal
1751954150,8.7,79.1,ChatGPT.exe,15708,1.4,1.0084410411342948,Normal
1751954150,8.7,79.1,python.exe,16452,7.7,0.4812326986711321,Normal
1751954150,8.7,79.1,explorer.exe,18404,1.2,2.408872210927837,Normal
1751954150,8.7,79.1,dwm.exe,18536,15.9,1.169198592047302,Normal
1751954150,8.7,79.1,WmiPrvSE.exe,18728,1.0,0.0872352168110751,Normal
1751954150,8.7,79.1,Spotify.exe,25136,1.0,1.6366700380526449,Normal
1751954150,8.7,79.1,msedge.exe,25820,8.0,0.793847728474281,Normal
1751954150,8.7,79.1,Code.exe,27800,1.0,1.734861050044041,Normal
1751954150,8.7,79.1,msedgewebview2.exe,28996,23.1,0.295467880172139,Normal
1751954150,8.7,79.1,msedgewebview2.exe,29216,4.3,0.4884156372330643,Normal
1751954156,5.7,79.2,System Idle Process,0,719.6,4.836995664600786e-05,High Process Usage
1751954156,5.7,79.2,System,4,5.3,0.0491680609306669,Normal
1751954156,5.7,79.2,mysqld.exe,1044,1.0,0.0232175791900837,Normal
1751954156,5.7,79.2,MsMpEng.exe,5904,3.8,1.730435199010931,Normal
1751954156,5.7,79.2,Code.exe,6032,1.0,1.1780502941135214,Normal
1751954156,5.7,79.2,Code.exe,12184,1.0,1.6423293229802276,Normal
1751954156,5.7,79.2,ChatGPT.exe,15708,2.9,1.0084410411342948,Normal
1751954156,5.7,79.2,python.exe,16452,7.5,0.4808699239962871,Normal
1751954156,5.7,79.2,explorer.exe,18404,1.4,2.40889639590616,Normal
1751954156,5.7,79.2,dwm.exe,18536,14.7,1.169319516938917,Normal
1751954156,5.7,79.2,WmiPrvSE.exe,18728,1.0,0.0872352168110751,Normal
1751954156,5.7,79.2,Code.exe,27800,1.4,1.741487734104544,Normal
1751954156,5.7,79.2,msedgewebview2.exe,28996,21.2,0.2915499136838123,Normal
1751954156,5.7,79.2,msedgewebview2.exe,29216,3.1,0.4894314063226305,Normal
1751954163,13.7,79.3,System Idle Process,0,711.8,4.836995664600786e-05,High Process Usage
1751954163,13.7,79.3,System,4,3.9,0.0491680609306669,Normal
1751954163,13.7,79.3,MsMpEng.exe,5904,6.0,1.746977724183866,Normal
1751954163,13.7,79.3,Code.exe,6032,1.4,1.1548327149234376,Normal
1751954163,13.7,79.3,ChatGPT.exe,15708,1.7,1.0084410411342948,Normal
1751954163,13.7,79.3,python.exe,16452,7.7,0.4808941089746101,Normal
1751954163,13.7,79.3,explorer.exe,18404,1.2,2.4086545461229303,Normal
1751954163,13.7,79.3,dwm.exe,18536,14.2,1.169246962003948,Normal
1751954163,13.7,79.3,WmiPrvSE.exe,18728,1.4,0.0870417369844911,Normal
1751954163,13.7,79.3,msedgewebview2.exe,28996,23.6,0.2918159484453654,Normal
1751954163,13.7,79.3,msedgewebview2.exe,29216,3.4,0.4941474770956163,Normal
1751954169,10.3,79.3,System Idle Process,0,708.6,4.836995664600786e-05,High Process Usage
1751954169,10.3,79.3,System,4,5.8,0.0491680609306669,Normal
1751954169,10.3,79.3,svchost.exe,2708,1.0,0.0560365947744001,Normal
1751954169,10.3,79.3,MsMpEng.exe,5904,5.0,1.747388868815357,Normal
1751954169,10.3,79.3,Code.exe,6032,1.7,1.1546150501185306,Normal
1751954169,10.3,79.3,ChatGPT.exe,15708,1.2,1.0079331565895118,Normal
1751954169,10.3,79.3,python.exe,16452,7.5,0.4809182939529332,Normal
1751954169,10.3,79.3,chrome.exe,17508,1.0,1.526580016726331,Normal
1751954169,10.3,79.3,explorer.exe,18404,1.9,2.408533621231315,Normal
1751954169,10.3,79.3,dwm.exe,18536,15.4,1.169319516938917,Normal
1751954169,10.3,79.3,Code.exe,27800,1.4,1.748477192839892,Normal
1751954169,10.3,79.3,msedgewebview2.exe,28996,23.9,0.2920819832069184,Normal
1751954169,10.3,79.3,msedgewebview2.exe,29216,3.6,0.4952358011201514,Normal
1751954176,7.6,79.3,System Idle Process,0,713.8,4.836995664600786e-05,High Process Usage
1751954176,7.6,79.3,System,4,5.3,0.0491680609306669,Normal
1751954176,7.6,79.3,WhatsApp.exe,1748,1.0,1.6028352533787624,Normal
1751954176,7.6,79.3,MsMpEng.exe,5904,5.1,1.7260819029127903,Normal
1751954176,7.6,79.3,Code.exe,6032,1.2,1.15807350201872,Normal
1751954176,7.6,79.3,ChatGPT.exe,15708,1.2,1.0084410411342948,Normal
1751954176,7.6,79.3,python.exe,16452,7.2,0.4809666639095791,Normal
1751954176,7.6,79.3,explorer.exe,18404,1.0,2.4085819911879613,Normal
1751954176,7.6,79.3,dwm.exe,18536,15.9,1.169271146982271,Normal
1751954176,7.6,79.3,WmiPrvSE.exe,18728,1.0,0.0873319567243671,Normal
1751954176,7.6,79.3,Code.exe,27800,1.2,1.754184847724121,Normal
1751954176,7.6,79.3,msedgewebview2.exe,28996,25.8,0.2922029080985335,Normal
1751954176,7.6,79.3,msedgewebview2.exe,29216,3.1,0.4962032002530716,Normal
1751954182,7.8,79.3,System Idle Process,0,706.3,4.836995664600786e-05,High Process Usage
1751954182,7.8,79.3,System,4,4.6,0.0491680609306669,Normal
1751954182,7.8,79.3,svchost.exe,1940,1.0,0.0789639542246078,Normal
1751954182,7.8,79.3,MsMpEng.exe,5904,3.8,1.7274362616988788,Normal
